Gene	Wave	query name	accession
Pa_4_5410	0	NAD_binding_8	PF13450.9
Pa_4_5420	0	MFS_1	PF07690.19
Pa_4_5430	0	DUF1996	PF09362.13
Pa_4_5440	Wave II	NUDIX	PF00293.31
Pa_4_5450	0	Ank	PF00023.33
Pa_4_5460	Wave II	#N/A	#N/A
Pa_4_5470	0	Carb_anhydrase	PF00194.24
Pa_4_5480	0	TauD	PF02668.19
Pa_4_5490	0	#N/A	#N/A
Pa_4_550	0	CBM_1	PF00734.21
Pa_4_5500	0	p450	PF00067.25
Pa_4_5503	0	#N/A	#N/A
Pa_4_5506	0	#N/A	#N/A
Pa_4_5510	0	#N/A	#N/A
Pa_4_5520	0	LysM	PF01476.23
Pa_4_5530	0	WSC	PF01822.22
Pa_4_5540	0	2EXR	PF20150.2
Pa_4_5550	0	#N/A	#N/A
Pa_4_5560	Wave IV	Chitin_bind_1	PF00187.22
Pa_4_5570	Wave V	#N/A	#N/A
Pa_4_5580	Wave V	#N/A	#N/A
Pa_4_5590	0	Glyco_hydro_43	PF04616.17
Pa_4_560	Wave II	UstYa	PF11807.11
Pa_4_5600	Wave III	#N/A	#N/A
Pa_4_5602	0	#N/A	#N/A
Pa_4_5604	0	#N/A	#N/A
Pa_4_5610	0	AAA	PF00004.32
Pa_4_5620	0	#N/A	#N/A
Pa_4_5630	0	#N/A	#N/A
Pa_4_5640	0	zf-C2H2	PF00096.29
Pa_4_565	0	#N/A	#N/A
Pa_4_5650	0	NAD_binding_10	PF13460.9
Pa_4_5660	0	#N/A	#N/A
Pa_4_5670	0	#N/A	#N/A
Pa_4_5680	0	Lactamase_B_2	PF12706.10
Pa_4_5690	0	Cupin_2	PF07883.14
Pa_4_570	Wave IV	Pyridoxal_deC	PF00282.22
Pa_4_5700	0	LCM	PF04072.17
Pa_4_5710	0	CorA	PF01544.21
Pa_4_5715	0	Ank_2	PF12796.10
Pa_4_5720	0	#N/A	#N/A
Pa_4_5730	0	#N/A	#N/A
Pa_4_5735	0	#N/A	#N/A
Pa_4_5740	0	Lipocalin_5	PF13924.9
Pa_4_5750	0	#N/A	#N/A
Pa_4_5760	0	#N/A	#N/A
Pa_4_5765	0	#N/A	#N/A
Pa_4_5770	0	#N/A	#N/A
Pa_4_5780	0	#N/A	#N/A
Pa_4_5783	Wave IV	#N/A	#N/A
Pa_4_5785	Wave IV	#N/A	#N/A
Pa_4_5788	0	#N/A	#N/A
Pa_4_5790	0	MS_channel	PF00924.21
Pa_4_580	0	Abhydrolase_1	PF00561.23
Pa_4_5800	Wave V	DUF4185	PF13810.9
Pa_4_5810	0	Asparaginase_2	PF01112.21
Pa_4_5820	0	Tim17	PF02466.22
Pa_4_5830	0	M20_dimer	PF07687.17
Pa_4_5840	0	#N/A	#N/A
Pa_4_5850	0	#N/A	#N/A
Pa_4_5860	Wave II	#N/A	#N/A
Pa_4_5865	0	#N/A	#N/A
Pa_4_5870	Wave II	#N/A	#N/A
Pa_4_5880	0	#N/A	#N/A
Pa_4_5890	0	#N/A	#N/A
Pa_4_590	Wave II	#N/A	#N/A
Pa_4_5900	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_4_5910	0	Band_7	PF01145.28
Pa_4_5920	0	DCB	PF16213.8
Pa_4_5930	0	UQ_con	PF00179.29
Pa_4_5940	0	#N/A	#N/A
Pa_4_595	Wave III	#N/A	#N/A
Pa_4_5950	0	bZIP_1	PF00170.24
Pa_4_5960	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_4_5970	0	#N/A	#N/A
Pa_4_5980	Wave III	#N/A	#N/A
Pa_4_5990	0	BLM10_mid	PF16507.8
Pa_4_60	0	Oxidored_FMN	PF00724.23
Pa_4_600	0	Inhibitor_I9	PF05922.19
Pa_4_6000	0	#N/A	#N/A
Pa_4_6010	0	Metallophos	PF00149.31
Pa_4_6020	0	Glyco_hydro_12	PF01670.19
Pa_4_6030	0	Glyoxalase	PF00903.28
Pa_4_6040	0	#N/A	#N/A
Pa_4_6050	0	#N/A	#N/A
Pa_4_6060	0	2OG-FeII_Oxy_2	PF13532.9
Pa_4_6070	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_4_6080	0	Cyclin	PF08613.14
Pa_4_6090	0	AAA_16	PF13191.9
Pa_4_6095	0	#N/A	#N/A
Pa_4_610	0	Nup35_RRM_2	PF14605.9
Pa_4_6100	0	DUF3433	PF11915.11
Pa_4_6110	0	CN_hydrolase	PF00795.25
Pa_4_6120	0	Aha1_N	PF09229.14
Pa_4_6130	Wave III	#N/A	#N/A
Pa_4_6140	0	Complex1_LYR_2	PF13233.9
Pa_4_615	0	#N/A	#N/A
Pa_4_6150	0	FeoB_N	PF02421.21
Pa_4_6160	0	DHHC	PF01529.23
Pa_4_6170	0	BRCT_2	PF16589.8
Pa_4_6180	Wave III	#N/A	#N/A
Pa_4_6190	0	#N/A	#N/A
Pa_4_620	0	DUF4360	PF14273.9
Pa_4_6200	0	FAD_binding_4	PF01565.26
Pa_4_6210	Wave II	p450	PF00067.25
Pa_4_6220	0	Sec3_C	PF09763.12
Pa_4_6230	0	#N/A	#N/A
Pa_4_6240	0	HECT	PF00632.28
Pa_4_6250	0	E1_dh	PF00676.23
Pa_4_6260	0	Methyltransf_11	PF08241.15
Pa_4_6270	0	DUF2433	PF10360.12
Pa_4_6280	0	Zds_C	PF08632.13
Pa_4_6290	0	Amidase	PF01425.24
Pa_4_630	0	AAA_22	PF13401.9
Pa_4_6300	0	#N/A	#N/A
Pa_4_6310	0	NPC1_N	PF16414.8
Pa_4_6315	0	#N/A	#N/A
Pa_4_6320	0	ICMT	PF04140.17
Pa_4_6330	0	zf-C2H2_2	PF12756.10
Pa_4_6340	Wave III	PARG_cat	PF05028.17
Pa_4_6350	0	E1-E2_ATPase	PF00122.23
Pa_4_6360	0	FAD_binding_1	PF00667.23
Pa_4_6370	0	Fe-ADH	PF00465.22
Pa_4_6380	Wave IV	#N/A	#N/A
Pa_4_6390	0	AZUL	PF16558.8
Pa_4_640	0	Adaptin_N	PF01602.23
Pa_4_6400	0	Rsm1	PF08600.13
Pa_4_6405	0	#N/A	#N/A
Pa_4_6410	0	zf-C2H2_2	PF12756.10
Pa_4_6420	0	HSP70	PF00012.23
Pa_4_6430	0	GTP_EFTU	PF00009.30
Pa_4_6440	0	Cpn60_TCP1	PF00118.27
Pa_4_6450	0	Fungal_trans_2	PF11951.11
Pa_4_6460	0	RTA1	PF04479.16
Pa_4_6470	0	DUF3295	PF11702.11
Pa_4_6480	0	#N/A	#N/A
Pa_4_6490	Wave V	MFS_1	PF07690.19
Pa_4_650	0	Ribosomal_L19e	PF01280.23
Pa_4_6500	0	zf-CHY	PF05495.15
Pa_4_6510	0	GAT	PF03127.17
Pa_4_6520	Wave IV	#N/A	#N/A
Pa_4_6530	Wave V	Ank_2	PF12796.10
Pa_4_6540	0	AMP-binding	PF00501.31
Pa_4_6550	0	Rhodanese	PF00581.23
Pa_4_6560	0	FYVE	PF01363.24
Pa_4_6570	0	His_Phos_1	PF00300.25
Pa_4_6580	Wave III	KCH	PF16944.8
Pa_4_6590	Wave II	#N/A	#N/A
Pa_4_660	0	SHMT	PF00464.22
Pa_4_6600	0	#N/A	#N/A
Pa_4_6610	0	Ion_trans_2	PF07885.19
Pa_4_6612	0	DUF6594	PF20237.1
Pa_4_6616	0	#N/A	#N/A
Pa_4_6620	0	CTP_transf_like	PF01467.29
Pa_4_6630	0	Putative_PNPOx	PF01243.23
Pa_4_6640	0	tRNA-synt_2	PF00152.23
Pa_4_6650	0	Atx10homo_assoc	PF09759.12
Pa_4_6660	0	PNP_UDP_1	PF01048.23
Pa_4_6670	0	Med13_C	PF06333.15
Pa_4_6680	0	NUC153	PF08159.15
Pa_4_6690	0	#N/A	#N/A
Pa_4_670	0	2OG-FeII_Oxy_2	PF13532.9
Pa_4_6700	0	#N/A	#N/A
Pa_4_6710	0	#N/A	#N/A
Pa_4_6720	0	Aminotran_1_2	PF00155.24
Pa_4_6730	0	PCI	PF01399.30
Pa_4_6740	0	Methyltransf_11	PF08241.15
Pa_4_6750	0	EF_assoc_1	PF08355.15
Pa_4_6760	0	ANAPC4_WD40	PF12894.10
Pa_4_6770	0	Arrestin_C	PF02752.25
Pa_4_6780	0	BAR_4	PF20400.1
Pa_4_6790	0	#N/A	#N/A
Pa_4_680	Wave IV	LRR_4	PF12799.10
Pa_4_6800	Wave V	Fer2_BFD	PF04324.18
Pa_4_6810	0	#N/A	#N/A
Pa_4_6820	0	Peptidase_S10	PF00450.25
Pa_4_6830	0	Peptidase_S10	PF00450.25
Pa_4_6840	0	Fapy_DNA_glyco	PF01149.27
Pa_4_6850	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_4_6860	0	zf-RING_2	PF13639.9
Pa_4_6870	0	Abhydrolase_3	PF07859.16
Pa_4_6880	0	MRP-L27	PF09809.12
Pa_4_6890	0	Utp14	PF04615.16
Pa_4_690	0	Bromo_TP	PF07524.16
Pa_4_6900	0	Methyltransf_11	PF08241.15
Pa_4_6910	0	DHBP_synthase	PF00926.22
Pa_4_6920	0	Na_H_Exchanger	PF00999.24
Pa_4_6930	0	#N/A	#N/A
Pa_4_6940	0	Rcd1	PF04078.16
Pa_4_6950	0	Ceramidase_alk	PF04734.16
Pa_4_6960	0	PAS_9	PF13426.10
Pa_4_6970	0	zf-Nse	PF11789.11
Pa_4_6980	0	Clr5	PF14420.9
Pa_4_6990	0	KH_1	PF00013.32
Pa_4_70	Wave II	FAD_binding_3	PF01494.22
Pa_4_700	0	ANAPC4_WD40	PF12894.10
Pa_4_7000	0	ABC1	PF03109.19
Pa_4_7010	0	adh_short	PF00106.28
Pa_4_7020	0	ARID	PF01388.24
Pa_4_7030	0	#N/A	#N/A
Pa_4_7040	0	SelR	PF01641.21
Pa_4_705	Wave IV	#N/A	#N/A
Pa_4_7050	0	ArfGap	PF01412.21
Pa_4_7060	0	#N/A	#N/A
Pa_4_7070	0	SH3_1	PF00018.31
Pa_4_7080	0	BD-FAE	PF20434.1
Pa_4_7090	0	#N/A	#N/A
Pa_4_7095	Wave II	#N/A	#N/A
Pa_4_710	Wave IV	#N/A	#N/A
Pa_4_7100	0	#N/A	#N/A
Pa_4_7102	0	#N/A	#N/A
Pa_4_7105	0	#N/A	#N/A
Pa_4_7108	0	#N/A	#N/A
Pa_4_7109	0	#N/A	#N/A
Pa_4_7110	0	#N/A	#N/A
Pa_4_7120	0	Inositol_P	PF00459.28
Pa_4_7130	0	Ribosomal_L6	PF00347.26
Pa_4_7140	Wave IV	#N/A	#N/A
Pa_4_7150	0	Lactonase	PF10282.12
Pa_4_7160	0	Complex1_30kDa	PF00329.22
Pa_4_7170	0	RRM_1	PF00076.25
Pa_4_7180	0	#N/A	#N/A
Pa_4_7190	0	Cupin_1	PF00190.25
Pa_4_720	0	DUF3112	PF11309.11
Pa_4_7200	0	Chromo_shadow	PF01393.22
Pa_4_7210	0	#N/A	#N/A
Pa_4_7220	0	tRNA_anti-codon	PF01336.28
Pa_4_7230	0	AAA_21	PF13304.9
Pa_4_7250	0	bZIP_1	PF00170.24
Pa_4_7260	0	TPR_MLP1_2	PF07926.15
Pa_4_7270	0	#N/A	#N/A
Pa_4_7280	0	DOPA_dioxygen	PF08883.14
Pa_4_7290	0	#N/A	#N/A
Pa_4_730	Wave IV	#N/A	#N/A
Pa_4_7300	0	ANAPC4_WD40	PF12894.10
Pa_4_7310	0	#N/A	#N/A
Pa_4_7320	0	DHDPS	PF00701.25
Pa_4_7330	0	#N/A	#N/A
Pa_4_7340	0	DUF1604	PF07713.16
Pa_4_7350	0	KA1	PF02149.22
Pa_4_7360	0	AAA_19	PF13245.9
Pa_4_7370	0	#N/A	#N/A
Pa_4_7380	0	DUF2014	PF09427.13
Pa_4_7390	0	SIR2	PF02146.20
Pa_4_740	0	Ribosomal_L22	PF00237.22
Pa_4_7400	0	Glyco_hydro_16	PF00722.24
Pa_4_7410	0	MFS_1	PF07690.19
Pa_4_7420	0	GH43_C2	PF17851.4
Pa_4_7430	0	Saf4_Yju2	PF04502.16
Pa_4_7440	0	UQ_con	PF00179.29
Pa_4_7450	Wave II	Pantoate_transf	PF02548.18
Pa_4_7460	0	APG12	PF04110.16
Pa_4_7470	0	HLH	PF00010.29
Pa_4_7480	0	AMP_N	PF05195.19
Pa_4_7490	0	Dfp1_Him1_M	PF08630.13
Pa_4_750	0	CFEM	PF05730.14
Pa_4_7500	0	DHDPS	PF00701.25
Pa_4_7510	Wave IV	Tyrosinase	PF00264.23
Pa_4_7520	0	p450	PF00067.25
Pa_4_7530	0	#N/A	#N/A
Pa_4_7540	0	#N/A	#N/A
Pa_4_755	0	#N/A	#N/A
Pa_4_7550	0	Velvet	PF11754.11
Pa_4_7560	0	YTH	PF04146.18
Pa_4_7570	0	AA9	PF03443.17
Pa_4_758	0	Mitochondr_Som1	PF11093.11
Pa_4_7580	0	Pectinesterase	PF01095.22
Pa_4_7585	0	DUF2456	PF10445.12
Pa_4_7590	0	Mannosyl_trans2	PF04188.16
Pa_4_760	0	#N/A	#N/A
Pa_4_7600	0	#N/A	#N/A
Pa_4_7610	0	FGGY_C	PF02782.19
Pa_4_7620	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_4_7630	0	Tubulin	PF00091.28
Pa_4_7640	0	AAA_18	PF13238.9
Pa_4_7650	0	Etd1	PF20162.2
Pa_4_7660	0	bZIP_1	PF00170.24
Pa_4_7670	0	#N/A	#N/A
Pa_4_7680	0	A_deaminase	PF00962.25
Pa_4_7690	0	SRP40_C	PF05022.15
Pa_4_7695	0	#N/A	#N/A
Pa_4_770	0	Hydrolase_6	PF13344.9
Pa_4_7700	0	Acyltransferase	PF01553.24
Pa_4_7710	0	BRAP2	PF07576.15
Pa_4_7720	0	ANAPC4_WD40	PF12894.10
Pa_4_7730	0	Hexapep	PF00132.27
Pa_4_7740	0	#N/A	#N/A
Pa_4_7750	0	#N/A	#N/A
Pa_4_7760	Wave II	Prenyltrans	PF00432.24
Pa_4_7770	0	#N/A	#N/A
Pa_4_7780	0	#N/A	#N/A
Pa_4_7790	0	ACT_5	PF13710.9
Pa_4_780	0	Glyco_hydro_125	PF06824.14
Pa_4_7800	0	Bgal_small_N	PF02929.20
Pa_4_7810	0	Glyco_hydro_2	PF00703.24
Pa_4_7820	0	BNR	PF02012.23
Pa_4_7830	0	CAP59_mtransfer	PF11735.11
Pa_4_7840	0	Glyco_transf_15	PF01793.19
Pa_4_7850	0	Gly_transf_sug	PF04488.18
Pa_4_7860	0	#N/A	#N/A
Pa_4_7870	Wave III	#N/A	#N/A
Pa_4_7880	0	#N/A	#N/A
Pa_4_7890	Wave III	Acetyltransf_1	PF00583.28
Pa_4_790	0	zf-CCHC	PF00098.26
Pa_4_7900	0	DEAD	PF00270.32
Pa_4_7910	0	FtsJ	PF01728.22
Pa_4_7920	0	Flavoprotein	PF02441.22
Pa_4_7930	Wave III	#N/A	#N/A
Pa_4_7940	0	Hexapep	PF00132.27
Pa_4_7950	0	Complex1_51K	PF01512.20
Pa_4_7960	0	PEX11	PF05648.17
Pa_4_7970	0	Sulfotransfer_4	PF17784.4
Pa_4_7975	0	#N/A	#N/A
Pa_4_7980	0	dCMP_cyt_deam_1	PF00383.26
Pa_4_7990	0	DnaJ	PF00226.34
Pa_4_80	0	Methyltransf_2	PF00891.21
Pa_4_800	Wave III	#N/A	#N/A
Pa_4_8000	0	Stn1	PF10451.12
Pa_4_8010	0	Glyco_hydro_81	PF03639.16
Pa_4_8020	0	MFS_1	PF07690.19
Pa_4_8030	0	RXT2_N	PF08595.14
Pa_4_8040	0	#N/A	#N/A
Pa_4_8050	0	#N/A	#N/A
Pa_4_8055	0	#N/A	#N/A
Pa_4_8060	0	#N/A	#N/A
Pa_4_8064	0	#N/A	#N/A
Pa_4_8067	0	#N/A	#N/A
Pa_4_8070	0	Fungal_trans	PF04082.21
Pa_4_8080	0	#N/A	#N/A
Pa_4_8090	0	Acetyltransf_1	PF00583.28
Pa_4_810	0	ANAPC4_WD40	PF12894.10
Pa_4_8100	0	#N/A	#N/A
Pa_4_8110	0	#N/A	#N/A
Pa_4_8120	0	Glyco_hydro_47	PF01532.23
Pa_4_8130	0	Rad10	PF03834.17
Pa_4_8140	0	#N/A	#N/A
Pa_4_8150	0	Suc_Fer-like	PF06999.15
Pa_4_8160	0	Drf_GBD	PF06371.16
Pa_4_8170	0	#N/A	#N/A
Pa_4_8175	0	UCR_hinge	PF02320.19
Pa_4_8180	0	MFS_1	PF07690.19
Pa_4_8190	0	#N/A	#N/A
Pa_4_820	0	TRAPP	PF04051.19
Pa_4_8200	0	DEAD	PF00270.32
Pa_4_8210	0	RRM_1	PF00076.25
Pa_4_8220	0	Nexin_C	PF08628.15
Pa_4_8230	0	#N/A	#N/A
Pa_4_8240	0	Acetyltransf_1	PF00583.28
Pa_4_8250	0	Methyltransf_4	PF02390.20
Pa_4_8260	0	Homoserine_dh	PF00742.22
Pa_4_8270	0	DUF4078	PF13300.9
Pa_4_8280	0	Abhydrolase_6	PF12697.10
Pa_4_8290	0	HMG_CoA_synt_C	PF08540.13
Pa_4_830	0	#N/A	#N/A
Pa_4_8300	Wave II	AAA	PF00004.32
Pa_4_8310	0	#N/A	#N/A
Pa_4_8320	0	#N/A	#N/A
Pa_4_8330	0	#N/A	#N/A
Pa_4_8340	0	DAO	PF01266.27
Pa_4_835	0	#N/A	#N/A
Pa_4_8350	0	CorA	PF01544.21
Pa_4_8360	0	CNOT1_CAF1_bind	PF16415.8
Pa_4_8370	Wave IV	VIT1	PF01988.22
Pa_4_8380	0	DJ-1_PfpI	PF01965.27
Pa_4_8390	0	MR_MLE_C	PF13378.9
Pa_4_840	Wave II	AtuA	PF07287.14
Pa_4_8400	Wave V	#N/A	#N/A
Pa_4_8410	0	#N/A	#N/A
Pa_4_8420	0	Methyltransf_11	PF08241.15
Pa_4_8430	0	UPF0029	PF01205.22
Pa_4_8440	0	FCH	PF00611.26
Pa_4_8450	0	Seipin	PF06775.17
Pa_4_8455	Wave IV	#N/A	#N/A
Pa_4_8458	0	DUF3425	PF11905.11
Pa_4_8460	0	Aim21	PF11489.11
Pa_4_8470	0	Cg6151-P	PF10233.12
Pa_4_8480	0	NTF2	PF02136.23
Pa_4_8490	0	#N/A	#N/A
Pa_4_850	0	MFS_1	PF07690.19
Pa_4_8500	0	Foie-gras_1	PF11817.11
Pa_4_8510	0	AAA_11	PF13086.9
Pa_4_8520	0	zf-primase	PF09329.14
Pa_4_8530	0	#N/A	#N/A
Pa_4_8540	0	SurE	PF01975.20
Pa_4_8550	0	TTL	PF03133.18
Pa_4_8560	0	Cation_ATPase	PF13246.9
Pa_4_8570	Wave III	SIR2	PF02146.20
Pa_4_8580	0	#N/A	#N/A
Pa_4_8590	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_4_860	0	Abhydrolase_1	PF00561.23
Pa_4_8600	0	Aminotran_4	PF01063.22
Pa_4_8610	0	ESSS	PF10183.12
Pa_4_8620	0	ArgoL1	PF08699.13
Pa_4_8630	0	#N/A	#N/A
Pa_4_8640	0	PEMT	PF04191.16
Pa_4_8650	0	Nramp	PF01566.21
Pa_4_8660	0	Pyridox_ox_2	PF12900.10
Pa_4_8670	0	#N/A	#N/A
Pa_4_8675	0	#N/A	#N/A
Pa_4_8680	Wave IV	Glucosamine_iso	PF01182.23
Pa_4_8690	0	#N/A	#N/A
Pa_4_870	Wave II	Glyco_hydro_16	PF00722.24
Pa_4_8700	0	Hexokinase_1	PF00349.24
Pa_4_8710	0	NDT80_PhoG	PF05224.15
Pa_4_8715	0	#N/A	#N/A
Pa_4_8720	0	Glyco_hydro_3	PF00933.24
Pa_4_8730	Wave IV	Amidohydro_1	PF01979.23
Pa_4_8740	0	MFS_1	PF07690.19
Pa_4_8750	0	#N/A	#N/A
Pa_4_8760	0	#N/A	#N/A
Pa_4_8770	0	WGG	PF10273.12
Pa_4_8780	0	BSD	PF03909.20
Pa_4_8790	0	bZIP_1	PF00170.24
Pa_4_880	0	GMC_oxred_C	PF05199.16
Pa_4_8800	0	DSBA	PF01323.23
Pa_4_8810	0	TFA2_Winged_2	PF18121.4
Pa_4_8820	0	Cyt-b5	PF00173.31
Pa_4_8830	0	F-actin_cap_A	PF01267.20
Pa_4_8840	0	Transket_pyr	PF02779.27
Pa_4_8850	0	Cellulase	PF00150.21
Pa_4_8860	0	zf-C2H2	PF00096.29
Pa_4_8870	0	HeLo	PF14479.9
Pa_4_8880	0	Patatin	PF01734.25
Pa_4_8890	0	Na_Ca_ex	PF01699.27
Pa_4_890	0	GAF	PF01590.29
Pa_4_8900	Wave IV	FAD_binding_4	PF01565.26
Pa_4_8910	0	Pex14_N	PF04695.16
Pa_4_8920	0	Ndc80_HEC	PF03801.16
Pa_4_8930	0	ESCRT-II	PF05871.15
Pa_4_8940	0	#N/A	#N/A
Pa_4_8950	0	Copper-fist	PF00649.21
Pa_4_8960	0	Surp	PF01805.23
Pa_4_8970	0	DAO	PF01266.27
Pa_4_8980	0	TBP	PF00352.24
Pa_4_8990	0	BRCT	PF00533.29
Pa_4_90	0	Beta-lactamase	PF00144.27
Pa_4_900	0	#N/A	#N/A
Pa_4_9000	0	#N/A	#N/A
Pa_4_9010	0	#N/A	#N/A
Pa_4_9020	0	MFS_1	PF07690.19
Pa_4_9030	0	Nucleoporin_FG	PF13634.9
Pa_4_9040	0	ENTH	PF01417.23
Pa_4_9050	0	MOZ_SAS	PF01853.21
Pa_4_9060	0	MWFE	PF15879.8
Pa_4_9070	0	ATP_bind_3	PF01171.23
Pa_4_9080	0	Ribosomal_L7Ae	PF01248.29
Pa_4_9090	0	Pro_CA	PF00484.22
Pa_4_910	Wave II	#N/A	#N/A
Pa_4_9100	0	OCD_Mu_crystall	PF02423.18
Pa_4_9110	0	p450	PF00067.25
Pa_4_9120	0	RNase_T	PF00929.27
Pa_4_9130	0	Mito_carr	PF00153.30
Pa_4_9140	Wave IV	adh_short	PF00106.28
Pa_4_9150	0	GTP_EFTU	PF00009.30
Pa_4_9160	0	Ran-binding	PF05508.14
Pa_4_9180	0	Helicase_C	PF00271.34
Pa_4_9190	0	Methyltransf_16	PF10294.12
Pa_4_920	Wave II	#N/A	#N/A
Pa_4_9200	0	Glyco_hydro_92	PF07971.15
Pa_4_9210	0	#N/A	#N/A
Pa_4_9220	0	Glyco_hydro_125	PF06824.14
Pa_4_9230	0	HECT	PF00632.28
Pa_4_9240	0	PABP	PF00658.21
Pa_4_9250	0	AAA_31	PF13614.9
Pa_4_9260	0	AATF-Che1	PF13339.9
Pa_4_9270	0	Tudor_3	PF18115.4
Pa_4_9280	0	#N/A	#N/A
Pa_4_9290	0	Chal_sti_synt_C	PF02797.18
Pa_4_930	0	#N/A	#N/A
Pa_4_9300	0	PEX11	PF05648.17
Pa_4_9310	0	IMPDH	PF00478.28
Pa_4_9320	0	Ribosomal_S7	PF00177.24
Pa_4_9325	0	#N/A	#N/A
Pa_4_9330	0	Usp	PF00582.29
Pa_4_9340	0	#N/A	#N/A
Pa_4_9350	Wave III	Thiolase_C	PF02803.21
Pa_4_9360	0	FBPase	PF00316.23
Pa_4_9370	0	F-box-like	PF12937.10
Pa_4_9380	0	p450	PF00067.25
Pa_4_9390	0	#N/A	#N/A
Pa_4_940	0	adh_short	PF00106.28
Pa_4_9400	0	BHD_1	PF10403.12
Pa_4_9410	0	Zn_clus	PF00172.21
Pa_4_9420	0	#N/A	#N/A
Pa_4_9430	0	2-Hacid_dh	PF00389.33
Pa_4_9440	0	Glyoxalase	PF00903.28
Pa_4_9450	0	CBS	PF00571.31
Pa_4_9460	0	#N/A	#N/A
Pa_4_9470	0	#N/A	#N/A
Pa_4_9480	Wave IV	ADH_N	PF08240.15
Pa_4_9490	0	Zip	PF02535.25
Pa_4_950	0	MR_MLE_C	PF13378.9
Pa_4_9500	Wave V	Cation_efflux	PF01545.24
Pa_4_9510	0	COX15-CtaA	PF02628.18
Pa_4_9520	0	Copper-fist	PF00649.21
Pa_4_9530	0	ApbA	PF02558.19
Pa_4_9540	0	GAF	PF01590.29
Pa_4_9550	0	#N/A	#N/A
Pa_4_9560	0	PhyH	PF05721.16
Pa_4_9570	0	DUF2461	PF09365.13
Pa_4_9580	0	Pectate_lyase_3	PF12708.10
Pa_4_9590	0	Fungal_trans	PF04082.21
Pa_4_960	0	Fungal_trans	PF04082.21
Pa_4_9600	0	Mito_carr	PF00153.30
Pa_4_9610	0	Ank_2	PF12796.10
Pa_4_9620	0	#N/A	#N/A
Pa_4_9630	0	Adaptin_N	PF01602.23
Pa_4_9640	0	Rtf2	PF04641.15
Pa_4_9650	0	PRKCSH	PF07915.16
Pa_4_9660	0	GCIP	PF13324.9
Pa_4_9665	0	#N/A	#N/A
Pa_4_9670	0	#N/A	#N/A
Pa_4_9680	Wave IV	#N/A	#N/A
Pa_4_9690	0	Cyto_heme_lyase	PF01265.20
Pa_4_970	0	#N/A	#N/A
Pa_4_9700	0	ABC1	PF03109.19
Pa_4_9710	0	Glyco_hydro_71	PF03659.17
Pa_4_9720	0	Ribosomal_S28e	PF01200.21
Pa_4_9730	Wave IV	CarboxypepD_reg	PF13620.9
Pa_4_9740	0	Peptidase_M20	PF01546.31
Pa_4_975	Wave V	#N/A	#N/A
Pa_4_9750	0	MFS_1	PF07690.19
Pa_4_9760	0	CDH-cyt	PF16010.8
Pa_4_977	0	#N/A	#N/A
Pa_4_9770	0	Aldo_ket_red	PF00248.24
Pa_4_9780	0	#N/A	#N/A
Pa_4_9790	0	Fructosamin_kin	PF03881.17
Pa_4_980	0	#N/A	#N/A
Pa_4_9800	0	MFS_1	PF07690.19
Pa_4_9810	Wave II	Aldo_ket_red	PF00248.24
Pa_4_9820	0	MFS_1	PF07690.19
Pa_4_9830	0	NTP_transf_2	PF01909.26
Pa_4_9840	0	Actin	PF00022.22
Pa_4_9850	0	Ldh_2	PF02615.17
Pa_4_9860	0	MFS_1	PF07690.19
Pa_4_9870	0	Peptidase_A4	PF01828.20
Pa_4_9880	0	#N/A	#N/A
Pa_4_9890	0	AZUL	PF16558.8
Pa_4_990	0	#N/A	#N/A
Pa_4_9900	0	#N/A	#N/A
Pa_4_9910	Wave II	Glyco_hydro_2	PF00703.24
Pa_4_9920	0	UQ_con	PF00179.29
Pa_4_9930	0	Omp85	PF01103.26
Pa_4_9940	Wave II	AAA_16	PF13191.9
Pa_5_10	0	#N/A	#N/A
Pa_5_100	0	#N/A	#N/A
Pa_5_1000	0	#N/A	#N/A
Pa_5_10000	0	#N/A	#N/A
Pa_5_10010	0	HET	PF06985.14
Pa_5_10020	0	#N/A	#N/A
Pa_5_10030	0	IBR	PF01485.24
Pa_5_10035	0	#N/A	#N/A
Pa_5_10040	0	#N/A	#N/A
Pa_5_10050	0	#N/A	#N/A
Pa_5_10060	0	CDC24	PF06395.14
Pa_5_10070	0	ANAPC4_WD40	PF12894.10
Pa_5_10080	0	Snf7	PF03357.24
Pa_5_10082	Wave II	#N/A	#N/A
Pa_5_10090	Wave II	Tyrosinase	PF00264.23
Pa_5_1010	0	TPMT	PF05724.14
Pa_5_10100	0	Polysacc_deac_1	PF01522.24
Pa_5_10110	0	#N/A	#N/A
Pa_5_10116	0	#N/A	#N/A
Pa_5_10118	0	#N/A	#N/A
Pa_5_10120	0	Beta-lactamase	PF00144.27
Pa_5_10130	0	#N/A	#N/A
Pa_5_10160	0	adh_short	PF00106.28
Pa_5_10170	0	HET	PF06985.14
Pa_5_10180	0	#N/A	#N/A
Pa_5_10190	0	UDPGT	PF00201.21
Pa_5_1020	0	#N/A	#N/A
Pa_5_10200	0	#N/A	#N/A
Pa_5_10210	0	#N/A	#N/A
Pa_5_10215	0	#N/A	#N/A
